sample_no,set_name,input_token,output_token,total_token
2542,test,164,568,732
2543,test,150,643,793
2544,test,127,608,735
2545,test,131,545,676
2546,test,143,450,593
2547,test,158,566,724
2548,test,130,458,588
2549,test,124,3332,3456
2550,test,145,1117,1262
2551,test,136,510,646
2552,test,139,460,599
2553,test,122,277,399
2554,test,135,2102,2237
2555,test,134,394,528
2556,test,140,366,506
2557,test,152,4678,4830
2558,test,123,353,476
2559,test,158,507,665
2560,test,155,549,704
2561,test,141,483,624
2562,test,183,475,658
2563,test,140,296,436
2564,test,137,479,616
2565,test,144,347,491
2566,test,127,353,480
2567,test,129,535,664
2568,test,149,630,779
2569,test,143,8086,8229
2570,test,142,416,558
2571,test,138,389,527
2572,test,158,369,527
2573,test,129,239,368
2574,test,132,333,465
2575,test,137,477,614
2576,test,132,483,615
2577,test,163,379,542
2578,test,147,1128,1275
2579,test,156,484,640
2580,test,136,833,969
2581,test,180,608,788
2582,test,125,598,723
2583,test,123,324,447
2584,test,123,475,598
2585,test,158,895,1053
2586,test,115,2204,2319
2587,test,117,280,397
2588,test,172,495,667
2589,test,135,294,429
2590,test,171,418,589
2591,test,122,3165,3287
2592,test,138,526,664
2593,test,124,1773,1897
2594,test,153,638,791
2595,test,144,568,712
2596,test,138,420,558
2597,test,142,329,471
2598,test,136,355,491
2599,test,140,862,1002
2600,test,147,526,673
2601,test,125,433,558
2602,test,174,3085,3259
2603,test,140,1186,1326
2604,test,133,1293,1426
2605,test,159,687,846
2606,test,145,999,1144
2607,test,125,1059,1184
2608,test,125,400,525
2609,test,137,336,473
2610,test,132,446,578
2611,test,127,1094,1221
2612,test,152,309,461
2613,test,134,532,666
2614,test,142,330,472
2615,test,163,5817,5980
2616,test,154,375,529
2617,test,159,1043,1202
2618,test,128,238,366
2619,test,112,475,587
2620,test,155,530,685
2621,test,135,6683,6818
2622,test,151,336,487
2623,test,140,342,482
2624,test,133,309,442
2625,test,162,495,657
2626,test,151,383,534
2627,test,159,800,959
2628,test,159,333,492
2629,test,127,528,655
2630,test,178,636,814
2631,test,124,282,406
2632,test,129,452,581
2633,test,146,451,597
2634,test,142,528,670
2635,test,165,5887,6052
2636,test,166,361,527
2637,test,152,552,704
2638,test,144,573,717
2639,test,150,420,570
2640,test,186,277,463
2641,test,137,346,483
2642,test,123,432,555
2643,test,133,1072,1205
2644,test,154,371,525
2645,test,147,515,662
2646,test,134,190,324
2647,test,172,2136,2308
2648,test,159,536,695
2649,test,148,433,581
2650,test,173,1099,1272
2651,test,152,593,745
2652,test,126,619,745
2653,test,130,514,644
2654,test,119,325,444
2655,test,143,569,712
2656,test,117,387,504
2657,test,133,2695,2828
2658,test,188,823,1011
2659,test,125,532,657
2660,test,146,439,585
2661,test,149,1763,1912
2662,test,137,541,678
2663,test,150,1346,1496
2664,test,177,4880,5057
2665,test,242,614,856
2666,test,161,548,709
2667,test,160,472,632
2668,test,124,648,772
2669,test,142,407,549
2670,test,153,341,494
2671,test,129,325,454
2672,test,170,1472,1642
2673,test,148,3560,3708
2674,test,172,520,692
2675,test,140,728,868
2676,test,131,390,521
2677,test,138,919,1057
2678,test,168,425,593
2679,test,140,241,381
2680,test,167,461,628
2681,test,111,1614,1725
2682,test,138,320,458
2683,test,147,427,574
2684,test,147,995,1142
2685,test,134,426,560
2686,test,121,387,508
2687,test,135,388,523
2688,test,115,227,342
2689,test,148,473,621
2690,test,171,1501,1672
2691,test,138,593,731
2692,test,124,437,561
2693,test,149,551,700
2694,test,134,407,541
2695,test,120,265,385
2696,test,145,2109,2254
2697,test,124,1015,1139
2698,test,165,386,551
2699,test,132,3264,3396
2700,test,153,489,642
2701,test,147,355,502
2702,test,118,327,445
2703,test,123,424,547
2704,test,183,2033,2216
2705,test,142,312,454
2706,test,140,323,463
2707,test,145,721,866
2708,test,145,485,630
2709,test,129,681,810
2710,test,147,431,578
2711,test,153,1504,1657
2712,test,183,1045,1228
2713,test,138,441,579
2714,test,133,285,418
2715,test,168,1821,1989
2716,test,128,827,955
2717,test,122,264,386
2718,test,134,469,603
2719,test,138,331,469
2720,test,166,675,841
2721,test,124,296,420
2722,test,135,484,619
2723,test,152,587,739
2724,test,128,345,473
2725,test,120,304,424
2726,test,157,1233,1390
2727,test,199,778,977
2728,test,111,293,404
2729,test,212,516,728
2730,test,127,441,568
2731,test,132,504,636
2732,test,141,508,649
2733,test,111,335,446
2734,test,133,261,394
2735,test,133,865,998
2736,test,122,373,495
2737,test,164,775,939
2738,test,133,471,604
2739,test,142,967,1109
2740,test,164,942,1106
2741,test,199,446,645
2742,test,145,2090,2235
2743,test,131,339,470
2744,test,123,955,1078
2745,test,165,1457,1622
2746,test,258,989,1247
2747,test,120,543,663
2748,test,144,1657,1801
2749,test,159,636,795
2750,test,175,310,485
2751,test,116,1593,1709
2752,test,149,1123,1272
2753,test,154,748,902
2754,test,149,434,583
2755,test,118,348,466
2756,test,160,453,613
2757,test,133,477,610
2758,test,123,433,556
2759,test,125,1006,1131
2760,test,149,444,593
2761,test,132,272,404
2762,test,165,518,683
2763,test,183,641,824
2764,test,151,948,1099
2765,test,129,705,834
2766,test,161,1026,1187
2767,test,219,1754,1973
2768,test,146,299,445
2769,test,166,540,706
2770,test,130,519,649
2771,test,121,1057,1178
2772,test,203,674,877
2773,test,142,484,626
2774,test,124,503,627
2775,test,160,357,517
2776,test,142,646,788
2777,test,159,693,852
2778,test,141,321,462
2779,test,130,1613,1743
2780,test,180,555,735
2781,test,123,985,1108
2782,test,133,1166,1299
2783,test,130,280,410
2784,test,151,1393,1544
2785,test,146,1782,1928
2786,test,177,540,717
2787,test,137,624,761
2788,test,142,1436,1578
2789,test,127,365,492
2790,test,130,1226,1356
2791,test,154,1538,1692
2792,test,166,508,674
2793,test,133,432,565
2794,test,179,839,1018
2795,test,137,959,1096
2796,test,166,5279,5445
2797,test,140,376,516
2798,test,125,494,619
2799,test,130,323,453
2800,test,148,485,633
2801,test,150,1919,2069
2802,test,168,573,741
2803,test,218,424,642
2804,test,146,272,418
2805,test,127,512,639
2806,test,160,1829,1989
2807,test,132,710,842
2808,test,126,322,448
2809,test,167,399,566
2810,test,130,365,495
2811,test,135,463,598
2812,test,142,353,495
2813,test,125,716,841
2814,test,151,385,536
2815,test,148,634,782
2816,test,159,611,770
2817,test,123,677,800
2818,test,127,765,892
2819,test,137,371,508
2820,test,148,397,545
2821,test,184,491,675
2822,test,117,1526,1643
2823,test,128,358,486
2824,test,149,516,665
2825,test,118,1330,1448
2826,test,144,406,550
2827,test,124,367,491
2828,test,173,1535,1708
2829,test,138,616,754
2830,test,125,345,470
2831,test,161,479,640
2832,test,137,977,1114
2833,test,126,257,383
2834,test,147,375,522
2835,test,143,301,444
2836,test,145,379,524
2837,test,124,517,641
2838,test,144,378,522
2839,test,175,823,998
2840,test,127,373,500
2841,test,181,3200,3381
2842,test,178,724,902
2843,test,207,636,843
2844,test,165,572,737
2845,test,130,407,537
2846,test,142,930,1072
2847,test,131,214,345
2848,test,138,355,493
2849,test,144,1246,1390
2850,test,185,398,583
2851,test,199,404,603
2852,test,132,1208,1340
2853,test,140,338,478
2854,test,140,1150,1290
2855,test,125,333,458
2856,test,172,549,721
2857,test,159,451,610
2858,test,136,1222,1358
2859,test,142,501,643
2860,test,157,904,1061
2861,test,144,366,510
2862,test,135,830,965
2863,test,130,361,491
2864,test,158,489,647
2865,test,154,630,784
2866,test,132,346,478
2867,test,154,618,772
2868,test,150,400,550
2869,test,129,257,386
2870,test,140,964,1104
2871,test,128,537,665
2872,test,137,437,574
2873,test,154,502,656
2874,test,143,324,467
2875,test,141,1036,1177
2876,test,125,641,766
2877,test,155,819,974
2878,test,150,3191,3341
2879,test,162,632,794
2880,test,124,318,442
2881,test,130,2405,2535
2882,test,137,429,566
2883,test,137,322,459
2884,test,129,731,860
2885,test,140,452,592
2886,test,143,442,585
2887,test,141,1439,1580
2888,test,191,767,958
2889,test,143,513,656
2890,test,127,857,984
2891,test,144,399,543
2892,test,191,1468,1659
2893,test,163,967,1130
2894,test,130,798,928
2895,test,149,449,598
2896,test,127,209,336
2897,test,153,1134,1287
2898,test,137,1671,1808
2899,test,143,349,492
2900,test,198,1251,1449
2901,test,119,549,668
2902,test,128,447,575
2903,test,136,345,481
2904,test,127,320,447
2905,test,129,1012,1141
2906,test,175,6686,6861
2907,test,301,741,1042
2908,test,117,504,621
2909,test,122,322,444
2910,test,188,605,793
2911,test,160,772,932
2912,test,133,2919,3052
2913,test,141,2318,2459
2914,test,137,471,608
2915,test,169,386,555
2916,test,141,612,753
2917,test,155,640,795
2918,test,156,399,555
2919,test,133,5442,5575
2920,test,127,525,652
2921,test,141,441,582
2922,test,137,586,723
2923,test,124,275,399
2924,test,128,1799,1927
2925,test,203,440,643
2926,test,181,788,969
2927,test,161,586,747
2928,test,142,684,826
2929,test,122,2200,2322
2930,test,132,490,622
2931,test,139,3159,3298
2932,test,127,405,532
2933,test,141,524,665
2934,test,130,1749,1879
2935,test,129,729,858
2936,test,137,422,559
2937,test,115,331,446
2938,test,130,2251,2381
2939,test,164,1474,1638
2940,test,124,546,670
2941,test,157,3054,3211
2942,test,116,390,506
2943,test,123,507,630
2944,test,141,345,486
2945,test,143,471,614
2946,test,121,695,816
2947,test,133,945,1078
2948,test,143,556,699
2949,test,206,1542,1748
2950,test,134,2525,2659
2951,test,147,852,999
2952,test,126,764,890
2953,test,154,387,541
2954,test,176,728,904
2955,test,150,1070,1220
2956,test,165,4087,4252
2957,test,198,692,890
2958,test,168,1873,2041
2959,test,130,610,740
2960,test,110,585,695
2961,test,153,246,399
2962,test,144,423,567
2963,test,142,353,495
2964,test,131,273,404
2965,test,176,721,897
2966,test,129,338,467
2967,test,131,368,499
2968,test,193,463,656
2969,test,128,289,417
2970,test,135,531,666
2971,test,146,823,969
2972,test,142,458,600
2973,test,133,393,526
2974,test,135,462,597
2975,test,114,4023,4137
2976,test,123,219,342
2977,test,172,461,633
2978,test,140,3704,3844
2979,test,163,365,528
2980,test,190,582,772
2981,test,120,333,453
2982,test,135,295,430
2983,test,149,1100,1249
2984,test,161,1639,1800
2985,test,181,393,574
2986,test,134,765,899
2987,test,168,645,813
